"Groep","Code","Beschrijving","Level","Toelichting","Prompt_Template","Item_Count","Option_Count","Strategy_Tags","Context","Difficulty_Mix","Text_Length","Feedback_Type"
"6","6R3","Lengtegraad en breedtegraad","E","Co?rdinaten met lengtegraad en breedtegraad","Genereer 10 oefeningen voor Groep 6 (eind schooljaar). Kerndoel: O9 (Kerndoel 47: Kaartvaardigheden - co?rdinatensysteem op wereldkaarten). Inhoudslijn: Ori?ntatie - Ruimte (Aardrijkskunde) - Lengtegraad en breedtegraad. Leerdoel (6R3): Het co?rdinatensysteem van lengtegraad en breedtegraad begrijpen en gebruiken om locaties te vinden. Niveau: E (eind groep 6). Gebruik wereldkaart met duidelijke gradenlijnen. Belangrijke referentielijnen: Evenaar (0? breedtegraad), Nulmeridiaan/Greenwich (0? lengtegraad), Noorderbreedte/Zuiderbreedte, Oosterlengte/Westerlengte. Nederland ligt op ongeveer 52?N, 5?O. Vraagtypen: Wat is de evenaar?, Op welke breedtegraad ligt de evenaar - 0? of 90??, Vind de stad met co?rdinaten 52?N, 5?O (Amsterdam), Ligt Nederland op noorderbreedte of zuiderbreedte?, Door welk land loopt de nulmeridiaan (Greenwich)?, Welke breedtegraad is dichter bij de Noordpool - 10?N of 80?N?. Format: 10 vragen met wereldkaart en co?rdinaten, 4 antwoordopties per vraag (CITO-stijl). Materiaal: wereldkaart met gradennet, atlas. Zelfstandig werken. Algemene instructies: veranker in SLO kerndoelen/inhoudslijn; CITO-stijl meerkeuze (4 opties: 1 correct, 3 plausibele afleiders); mix M/E-niveau binnen groep; noteer per item: vraag, antwoordopties, juiste antwoord, korte feedback/strategie.","10","4","","","M/E mix","","kort"
"6","6R4","Bevolkingsdichtheid","E","Begrip bevolkingsdichtheid en spreiding","Genereer 10 oefeningen voor Groep 6 (eind schooljaar). Kerndoel: O10 (Kerndoel 48: Kenmerkende aspecten - bevolkingsspreiding en dichtheid). Inhoudslijn: Ori?ntatie - Ruimte (Aardrijkskunde) - Bevolking en bevolkingsdichtheid. Leerdoel (6R4): Het begrip bevolkingsdichtheid begrijpen en verschillen in bevolkingsspreiding wereldwijd herkennen. Niveau: E (eind groep 6). Gebruik bevolkingskaarten met dichtheid in kleuren. Context: Nederland is dichtbevolkt (veel mensen per km?), vooral in de Randstad. Vergelijk met dunbevolkte gebieden (Sahara, Siberi?, regenwoud). Bevolkingsdichtheid = aantal inwoners per km?. Vraagtypen: Wat is bevolkingsdichtheid?, Waar wonen veel mensen - in de stad of op het platteland?, Welk gebied is dunbevolkt - woestijn of kustgebied?, Is Nederland dicht- of dunbevolkt vergeleken met Europa?, Waarom wonen weinig mensen in de Sahara?, In welke gebieden wonen de meeste mensen wereldwijd?. Format: 10 vragen met bevolkingskaarten en diagrammen, 4 antwoordopties per vraag (CITO-stijl). Relatie met Nederland: Randstad dichtbevolkt. Zelfstandig werken. Algemene instructies: veranker in SLO kerndoelen/inhoudslijn; CITO-stijl meerkeuze (4 opties: 1 correct, 3 plausibele afleiders); mix M/E-niveau binnen groep; noteer per item: vraag, antwoordopties, juiste antwoord, korte feedback/strategie.","10","4","","","M/E mix","","kort"
"7","7R1","Wereldkaart ori?ntatie","M","Belangrijke landen op wereldkaart plaatsen","Genereer 10 oefeningen voor Groep 7 (midden schooljaar). Kerndoel: O9 en O10 (Kerndoelen 47-48: Kaartvaardigheden en kenmerkende aspecten wereldwijd). Inhoudslijn: Ori?ntatie - Ruimte (Aardrijkskunde) - Wereldtopografie uitgebreid. Leerdoel (7R1): Belangrijke landen per werelddeel kennen en op de wereldkaart kunnen plaatsen, met focus op grote en invloedrijke landen. Niveau: M (midden groep 7). Gebruik wereldkaart met landen. Per werelddeel belangrijke landen: Azi? (China, India, Japan, Indonesi?, Saudi-Arabi?), Afrika (Egypte, Zuid-Afrika, Nigeria, Kenia), Amerika (VS, Canada, Mexico, Brazili?, Argentini?), Oceani? (Australi?, Nieuw-Zeeland). Europa is bekend uit Groep 5-6. Vraagtypen: Waar ligt China op de wereldkaart?, Welk land is het grootste ter wereld (Rusland)?, In welk werelddeel ligt Brazili??, Welke landen liggen in Noord-Amerika?, Waar ligt India - Azi? of Afrika?, Welk groot land ligt tussen Europa en Azi??. Format: 10 topografische vragen, 4 antwoordopties per vraag (CITO-stijl). Perspectief: vanuit Nederlands/Europees perspectief naar wereldse ori?ntatie. Materiaal: wereldkaart, atlas. Zelfstandig werken. Algemene instructies: veranker in SLO kerndoelen/inhoudslijn; CITO-stijl meerkeuze (4 opties: 1 correct, 3 plausibele afleiders); mix M/E-niveau binnen groep; noteer per item: vraag, antwoordopties, juiste antwoord, korte feedback/strategie.","10","4","","","M/E mix","","kort"
"7","7R2","Oceanen en zee?n","M","Grote oceanen en zee?n kennen","Genereer 10 oefeningen voor Groep 7 (midden schooljaar). Kerndoel: O9 en O10 (Kerndoelen 47-48: Kaartvaardigheden en fysische aardrijkskunde). Inhoudslijn: Ori?ntatie - Ruimte (Aardrijkskunde) - Oceanen, zee?n en grote wateren. Leerdoel (7R2): Oceanen en belangrijke zee?n herkennen en plaatsen op de wereldkaart. Niveau: M (midden groep 7). Gebruik wereldkaart met oceanen en zee?n. 5 Oceanen: Stille Oceaan (grootste), Atlantische Oceaan, Indische Oceaan, Noordelijke IJszee, Zuidelijke Oceaan. Belangrijke zee?n: Middellandse Zee, Noordzee, Oostzee, Rode Zee, Caribische Zee, Zwarte Zee. Context: Nederland ligt aan de Noordzee. Vraagtypen: Hoeveel oceanen zijn er?, Welke oceaan is de grootste?, Waar ligt de Stille Oceaan op de kaart?, Welke oceaan ligt tussen Europa en Amerika?, Welke zee grenst aan Nederland?, In welke zee ligt Griekenland (Middellandse Zee)?, Welke oceaan moet je oversteken van Nederland naar Australi??. Format: 10 topografische vragen met wereldkaart, 4 antwoordopties per vraag (CITO-stijl). Materiaal: wereldkaart, atlas. Zelfstandig werken. Algemene instructies: veranker in SLO kerndoelen/inhoudslijn; CITO-stijl meerkeuze (4 opties: 1 correct, 3 plausibele afleiders); mix M/E-niveau binnen groep; noteer per item: vraag, antwoordopties, juiste antwoord, korte feedback/strategie.","10","4","","","M/E mix","","kort"
"7","7R3","Geografische verschijnselen","E","Vulkanen, aardbevingen, tsunami's","Genereer 10 oefeningen voor Groep 7 (eind schooljaar). Kerndoel: O10 (Kerndoel 48: Kenmerkende aspecten - natuurverschijnselen en processen). Inhoudslijn: Ori?ntatie - Ruimte (Aardrijkskunde) - Natuurverschijnselen en tektoniek. Leerdoel (7R3): Natuurverschijnselen zoals vulkanen, aardbevingen en tsunami's begrijpen, inclusief oorzaken en locaties. Niveau: E (eind groep 7). Gebruik kaarten met tektonische platen en Ring of Fire. Context: Nederland heeft nauwelijks aardbevingen (behalve Groningen door gaswinning), geen vulkanen. Ring of Fire = vulkanengordel rond de Stille Oceaan. Tektonische platen bewegen en veroorzaken aardbevingen en vulkanen. Vraagtypen: Waar komen vulkanen vooral voor?, Wat veroorzaakt aardbevingen?, Wat is de Ring of Fire?, Hoe ontstaat een tsunami?, Waarom heeft Nederland geen vulkanen?, In welke landen komen veel aardbevingen voor (Japan, Turkije, Chili)?, Waar liggen tektonische platen?. Format: 10 vragen met kaarten en diagrammen, 4 antwoordopties per vraag (CITO-stijl). Gebruik actuele voorbeelden (Vesuvius, Etna, Fuji). Zelfstandig werken. Algemene instructies: veranker in SLO kerndoelen/inhoudslijn; CITO-stijl meerkeuze (4 opties: 1 correct, 3 plausibele afleiders); mix M/E-niveau binnen groep; noteer per item: vraag, antwoordopties, juiste antwoord, korte feedback/strategie.","10","4","","","M/E mix","","kort"
"7","7R4","Culturen en religies","E","Belangrijke culturen en religies wereldwijd","Genereer 10 oefeningen voor Groep 7 (eind schooljaar). Kerndoel: O10 (Kerndoel 48: Kenmerkende aspecten - culturen en religies wereldwijd). Inhoudslijn: Ori?ntatie - Ruimte (Aardrijkskunde) - Wereldgodsdiensten en culturele diversiteit. Leerdoel (7R4): Belangrijke wereldreligies en hun geografische verspreiding kennen, met respect voor diversiteit. Niveau: E (eind groep 7). Gebruik wereldkaart met religieuze verspreiding. Vijf grote wereldreligies: Christendom, Islam, Hindoe?sme, Boeddhisme, Jodendom. Context: Nederland is multicultureel met verschillende religies. Vraagtypen: In welke regio's is de Islam dominant (Midden-Oosten, Noord-Afrika, Indonesi?)?, Waar vind je vooral hindoe?sme (India, Nepal)?, Welke religie is de grootste wereldwijd?, In welke landen vind je vooral boeddhisme (Thailand, Myanmar, Tibet)?, Waar ligt Mekka (Saudi-Arabi?)?, Welke religies komen voor in Nederland?. Format: 10 vragen met respectvolle benadering en wereldkaarten, 4 antwoordopties per vraag (CITO-stijl). Benadering: objectief, respectvol, informatief. Zelfstandig werken. Algemene instructies: veranker in SLO kerndoelen/inhoudslijn; CITO-stijl meerkeuze (4 opties: 1 correct, 3 plausibele afleiders); mix M/E-niveau binnen groep; noteer per item: vraag, antwoordopties, juiste antwoord, korte feedback/strategie.","10","4","","","M/E mix","","kort"
"7","7R5","Globalisering","E","Wereldhandel en globalisering","Genereer 10 oefeningen voor Groep 7 (eind schooljaar). Kerndoel: O10 (Kerndoel 48: Kenmerkende aspecten - economische samenhang en globalisering). Inhoudslijn: Ori?ntatie - Ruimte (Aardrijkskunde) - Globalisering en wereldeconomie. Leerdoel (7R5): Het begrip globalisering begrijpen en voorbeelden herkennen in eigen leven en wereldhandel. Niveau: E (eind groep 7). Gebruik kaarten met handelsroutes en productielocaties. Context: Nederland is handelsland met Haven van Rotterdam (grootste Europa). Globalisering = wereldwijde verbondenheid via handel, transport, communicatie. Vraagtypen: Wat is globalisering?, Waar komt je smartphone waarschijnlijk vandaan (China)?, Waarom is de Haven van Rotterdam belangrijk?, Waar worden veel kleren geproduceerd (Bangladesh, Vietnam, China)?, Noem een voordeel van globalisering, Noem een nadeel van globalisering, Waarom zijn containers belangrijk voor wereldhandel?. Format: 10 vragen met actuele voorbeelden en kaarten, 4 antwoordopties per vraag (CITO-stijl). Concrete voorbeelden uit dagelijks leven. Zelfstandig werken. Algemene instructies: veranker in SLO kerndoelen/inhoudslijn; CITO-stijl meerkeuze (4 opties: 1 correct, 3 plausibele afleiders); mix M/E-niveau binnen groep; noteer per item: vraag, antwoordopties, juiste antwoord, korte feedback/strategie.","10","4","","","M/E mix","","kort"
"8","8R1","Topografie werelddelen","M","Topografie van alle werelddelen","Genereer 10 oefeningen voor Groep 8 (midden schooljaar). Kerndoel: O9 en O10 (Kerndoelen 47-48: Kaartvaardigheden en kenmerkende aspecten wereldwijd). Inhoudslijn: Ori?ntatie - Ruimte (Aardrijkskunde) - Wereldtopografie gevorderd op eindniveau basisschool. Leerdoel (8R1): Topografie van alle werelddelen beheersen op gevorderd niveau, inclusief landen, hoofdsteden, grote rivieren, bergketens, zee?n en meren. Voorbereiding op CITO eindtoets en voortgezet onderwijs. Niveau: M (midden groep 8). Gebruik gedetailleerde wereldkaarten en atlassen met topografische informatie. Bouw voort op kennis uit Groep 7 waarbij focus lag op belangrijkste landen per werelddeel. Nu uitbreiden naar complete wereldkennis met systematische dekking van alle werelddelen. Vraagtypen: Waar ligt [specifiek land] op de wereldkaart?, Wat is de hoofdstad van [land in Azi?/Afrika/Zuid-Amerika]?, Welke grote rivier stroomt door [land/continent] (Nijl, Amazone, Jangtsekiang, Mississippi, Ganges, Donau)?, Waar ligt de [bergketen/groot meer/belangrijke zee] (Himalaya, Andes, Rocky Mountains, Kilimanjaro, Baikalmeer, Victoriameer, Rode Zee)?, In welk werelddeel ligt [geografisch kenmerk]?, Welke landen grenzen aan de [zee/oceaan]?, Door welke landen stroomt de [rivier]?, Waar ligt het hoogste punt van [werelddeel]?, Welke hoofdstad ligt het dichtst bij de evenaar?, Welk land heeft de meeste buurlanden in [werelddeel]?. Concrete voorbeelden per werelddeel: Azi? (Himalaya-hoogste bergen ter wereld, Ganges en Jangtsekiang-grote rivieren, Baikalmeer-diepste meer, landen: China/India/Japan/Indonesi?/Rusland/Saudi-Arabi? met hoofdsteden), Afrika (Nijl-langste rivier, Kilimanjaro-hoogste berg Afrika, Victoriameer, Sahara, landen: Egypte/Zuid-Afrika/Nigeria/Kenia/Ethiopi?), Noord- en Zuid-Amerika (Andes/Rocky Mountains, Amazone/Mississippi, Titicacameer, landen: VS/Canada/Mexico/Brazili?/Argentini?/Chili), Oceani? (Australi?, Nieuw-Zeeland, Grote Oceaan, Australische woestijn). Europa is bekend uit Groep 5-6. Format: 10 topografische vragen in CITO-stijl, 4 antwoordopties per vraag, gebruik van wereldkaarten en atlassen, combinatie van locatie-herkenning en geografische kennis. Niveau passend bij eindgroep 8 voorbereiding op voortgezet onderwijs. Differentiatie: oefen werelddelen apart voor extra ondersteuning, voeg intercontinentale verbindingen toe voor verdieping (welke rivier mondt uit in welke zee, welke bergketen scheidt welke landen). Zelfstandig werken, atlas is toegestaan hulpmiddel. Algemene instructies: veranker in SLO kerndoelen/inhoudslijn; CITO-stijl meerkeuze (4 opties: 1 correct, 3 plausibele afleiders); mix M/E-niveau binnen groep; noteer per item: vraag, antwoordopties, juiste antwoord, korte feedback/strategie.","10","4","","","M/E mix","","kort"
"8","8R2","Klimaatverandering impact","M","Impact klimaatverandering op verschillende regio's","Genereer 10 oefeningen voor Groep 8 (midden schooljaar). Kerndoel: O10 (Kerndoel 48: Kenmerkende aspecten - klimaat en klimaatverandering wereldwijd). Inhoudslijn: Ori?ntatie - Ruimte (Aardrijkskunde) - Klimaatverandering en geografische gevolgen. Leerdoel (8R2): Begrijpen wat klimaatverandering is en hoe dit verschillende regio's wereldwijd be?nvloedt, met focus op geografische en maatschappelijke gevolgen. Niveau: M (midden groep 8). Gebruik klimaatkaarten, prognosekaarten en actuele data over klimaatverandering. Context: Klimaatverandering is wereldwijd probleem met regionale verschillen. Nederland wordt bedreigd door zeespiegelstijging (laaggelegen delta). Bouw voort op kennis over klimaatzones en broeikaseffect uit Groep 5-6. Vraagtypen: Wat zijn de belangrijkste gevolgen van klimaatverandering wereldwijd?, Welke gebieden worden het meest bedreigd door zeespiegelstijging? (laaggelegen eilanden zoals Maldiven, Tuvalu, deltagebieden zoals Bangladesh, Nederland), Wat gebeurt er als de ijskappen op Groenland en Antarctica smelten?, Welke landen ondervinden nu al gevolgen van klimaatverandering? (droogte in Afrika, overstromingen in Azi?, bosbranden in Australi?), Hoe be?nvloedt klimaatverandering de landbouw in verschillende regio's?, Waarom zijn kleine eilandstaten kwetsbaar voor klimaatverandering?, Wat is het verschil in impact tussen rijke en arme landen?, Welke Nederlandse maatregelen zijn er tegen zeespiegelstijging? (dijken verhogen, Deltawerken), Wat zijn klimaatvluchtelingen?, Hoe be?nvloedt klimaatverandering de poolgebieden? (ijskappen smelten, leefgebied ijsberen). Concrete voorbeelden: Nederland (Deltaplan, dijkverhoging, waterberging), Maldiven en Tuvalu (eilanden verdwijnen onder water), Bangladesh (overstromingen delta Ganges), Sahel in Afrika (uitbreiding woestijn, droogte), Australi? (bosbranden, koraalriffen verbleken Great Barrier Reef), Arctis (ijskap smelt, Noordwestelijke Doorvaart). Format: 10 vragen in CITO-stijl, 4 antwoordopties per vraag, gebruik van klimaatkaarten, prognoses en actuele nieuwsvoorbeelden. Combineer geografische kennis met maatschappelijke impact. Niveau: actueel, genuanceerd, leeftijdsadequaat zonder angst aan te jagen. Differentiatie: focus op Nederland en Europa voor ondersteuning, mondiale vergelijking voor verdieping. Zelfstandig werken, gebruik atlas en actuele klimaatkaarten. Algemene instructies: veranker in SLO kerndoelen/inhoudslijn; CITO-stijl meerkeuze (4 opties: 1 correct, 3 plausibele afleiders); mix M/E-niveau binnen groep; noteer per item: vraag, antwoordopties, juiste antwoord, korte feedback/strategie.","10","4","","","M/E mix","","kort"
"8","8R3","Economische geografie","E","Handel, grondstoffen, rijke en arme landen","Genereer 10 oefeningen voor Groep 8 (eind schooljaar). Kerndoel: O10 (Kerndoel 48: Kenmerkende aspecten - economische samenhang en welvaartsverschillen). Inhoudslijn: Ori?ntatie - Ruimte (Aardrijkskunde) - Economische geografie en wereldhandel. Leerdoel (8R3): Begrijpen hoe de wereldeconomie werkt, waar belangrijke grondstoffen vandaan komen en waarom er welvaartsverschillen zijn tussen landen en regio's. Niveau: E (eind groep 8). Gebruik economische wereldkaarten met grondstoffen, handelsroutes en welvaartsindicatoren. Context: Nederland is handelsland, Haven van Rotterdam is toegangspoort voor Europa. Wereldeconomie is verbonden door globalisering. Bouw voort op kennis over globalisering uit Groep 7. Vraagtypen: Waar worden belangrijke grondstoffen gewonnen? (olie in Midden-Oosten/Venezuela/Rusland, gas in Qatar/Rusland/Nederland, goud in Zuid-Afrika/Australi?, diamanten in Afrika), Wat is het verschil tussen rijke en arme landen?, Hoe meet je welvaart van een land? (BNP, inkomen per inwoner), Welke landen behoren tot de rijkste ter wereld? (VS, Duitsland, Japan, Nederland, Noorwegen), Welke werelddelen zijn over het algemeen armer? (grote delen van Afrika, delen van Azi?, delen van Zuid-Amerika), Waarom zijn sommige landen rijk en andere arm? (grondstoffen, onderwijs, infrastructuur, koloniale geschiedenis, klimaat, oorlog), Wat is de rol van de Haven van Rotterdam in de wereldhandel?, Welke producten exporteert Nederland? (bloemen, kaas, technologie, chemie), Wat zijn handelsroutes en waarom zijn die belangrijk?, Wat is het verschil tussen ge?ndustrialiseerde en ontwikkelingslanden?. Concrete voorbeelden: Olie (Saoedi-Arabi?, VAE, Venezuela, Rusland, Noorwegen), Aardgas (Qatar grootste exporteur, Groningen gasveld Nederland), Grondstoffen voor technologie (lithium voor batterijen in Zuid-Amerika, zeldzame aardmetalen in China), Koffie en cacao (Ethiopi?, Brazili?, Ivoorkust), Rijke landen (G7: VS, Japan, Duitsland, VK, Frankrijk, Itali?, Canada), Arme landen (veel Afrikaanse landen bezuiden Sahara, delen Zuid-Azi?), Handelsblokken (EU, NAFTA, ASEAN), Nederlandse economie (bloemenveiling Aalsmeer grootste ter wereld, hightech in Eindhoven-Brainport, chemie in Rotterdam). Format: 10 vragen in CITO-stijl, 4 antwoordopties per vraag, gebruik economische kaarten en diagrammen. Combineer feitenkennis met begrip van economische samenhang. Niveau: kritisch denken over welvaartsverschillen en eerlijke handel. Gevoelig onderwerp: genuanceerd, zonder oordeel, focus op feiten en structurele oorzaken. Differentiatie: Nederlandse economie voor ondersteuning, mondiale handelsketens en ontwikkelingssamenwerking voor verdieping. Zelfstandig werken, gebruik atlas met economische kaarten. Algemene instructies: veranker in SLO kerndoelen/inhoudslijn; CITO-stijl meerkeuze (4 opties: 1 correct, 3 plausibele afleiders); mix M/E-niveau binnen groep; noteer per item: vraag, antwoordopties, juiste antwoord, korte feedback/strategie.","10","4","","","M/E mix","","kort"
"8","8R4","Migratie en verstedelijking","E","Migratie, vluchtelingen, grote steden wereldwijd","Genereer 10 oefeningen voor Groep 8 (eind schooljaar). Kerndoel: O10 (Kerndoel 48: Kenmerkende aspecten - bevolking, migratie en verstedelijking). Inhoudslijn: Ori?ntatie - Ruimte (Aardrijkskunde) - Migratie, vluchtelingen en verstedelijking wereldwijd. Leerdoel (8R4): Begrijpen waarom mensen migreren, wat vluchtelingen zijn en hoe verstedelijking wereldwijd plaatsvindt, met geografische en maatschappelijke context. Niveau: E (eind groep 8). Gebruik migratiekaarten, bevolkingskaarten en data over grote steden (megasteden). Context: Migratie is van alle tijden. Nederland heeft immigratie- en emigratiegeschiedenis. Verstedelijking neemt wereldwijd toe. Gevoelig onderwerp: respectvol, genuanceerd, mensgericht. Vraagtypen: Waarom migreren mensen? (werk zoeken, oorlog/conflict ontvluchten, klimaatverandering, gezinshereniging, studie), Wat is het verschil tussen een migrant en een vluchteling?, Wat zijn push- en pull-factoren bij migratie?, Waar komen veel vluchtelingen vandaan? (Syrie, Afghanistan, Oekra?ne, Somali?, Myanmar), Wat is een megastad? (stad met meer dan 10 miljoen inwoners), Welke steden zijn megasteden? (Tokyo, Delhi, Shanghai, Mexico-Stad, S?o Paulo, Cairo), Waarom trekken mensen van het platteland naar de stad? (werk, onderwijs, gezondheidszorg, kansen), Wat is verstedelijking?, In welke werelddelen groeit de bevolking het hardst? (Afrika, Azi?), Wat zijn gevolgen van snelle verstedelijking? (sloppenwijken, druk op voorzieningen, milieuproblemen). Concrete voorbeelden: Nederlandse migratiegeschiedenis (gastarbeiders jaren '60-'70 uit Turkije/Marokko, Suriname/Antillen, Oost-Europa, vluchtelingen), Grote migratiestromen (Syrische vluchtelingen naar Europa/Turkije/Jordani?, Venezolanen naar Colombia, Rohingya uit Myanmar), Megasteden wereldwijd (Tokyo 37 miljoen grootste, Delhi, Shanghai, Mexico-Stad, S?o Paulo, Mumbai, Cairo, Lagos), Verstedelijking in Azi? en Afrika (snelste groei), Nederlandse steden (Amsterdam, Rotterdam, Den Haag groeien door migratie). Format: 10 vragen in CITO-stijl, 4 antwoordopties per vraag, gebruik migratiekaarten, bevolkingsgrafieken en stadsdata. Combineer feitenkennis met empathie en begrip. Niveau: respectvol en genuanceerd, vermijd stereotypen, focus op oorzaken en menselijke verhalen. Gevoelig onderwerp: mensgericht, objectief, zonder politieke lading. Differentiatie: focus op Nederlandse context voor ondersteuning, mondiale migratiepatronen en demografische ontwikkeling voor verdieping. Zelfstandig werken, gebruik atlas en actuele data. Algemene instructies: veranker in SLO kerndoelen/inhoudslijn; CITO-stijl meerkeuze (4 opties: 1 correct, 3 plausibele afleiders); mix M/E-niveau binnen groep; noteer per item: vraag, antwoordopties, juiste antwoord, korte feedback/strategie.","10","4","","","M/E mix","","kort"
"8","8R5","Duurzame ontwikkeling","E","Duurzame ontwikkeling en mondiale uitdagingen","Genereer 10 oefeningen voor Groep 8 (eind schooljaar). Kerndoel: O10 (Kerndoel 48: Kenmerkende aspecten - duurzaamheid en mondiale uitdagingen). Inhoudslijn: Ori?ntatie - Ruimte (Aardrijkskunde) - Duurzame ontwikkeling, mondiale doelen en toekomst. Leerdoel (8R5): Begrijpen wat duurzame ontwikkeling betekent, de 17 Sustainable Development Goals (SDG's) van de VN kennen en mondiale uitdagingen herkennen op het gebied van milieu, water, voedsel en energie. Niveau: E (eind groep 8). Gebruik duurzaamheidskaarten, SDG-overzichten en actuele data over mondiale vraagstukken. Context: Duurzame ontwikkeling is nodig voor toekomst van de aarde. VN heeft 17 SDG's opgesteld voor 2030. Nederland draagt bij aan duurzame ontwikkeling. Bouw voort op kennis over klimaatverandering, grondstoffen en welvaartsverschillen. Vraagtypen: Wat zijn de Sustainable Development Goals (SDG's) van de Verenigde Naties?, Hoeveel SDG's zijn er? (17), Noem voorbeelden van SDG's (geen armoede, geen honger, goede gezondheid, kwaliteitsonderwijs, schoon water, duurzame energie, klimaatactie, leven op het land en in het water), Wat is duurzame ontwikkeling?, Waar is schoon drinkwater schaars? (delen van Afrika, Midden-Oosten, Zuid-Azi?), Wat zijn waterconflicten? (Nijl, Jordaan, Colorado), Waar is voedseltekort een probleem? (delen van Afrika, conflictgebieden), Wat zijn duurzame energiebronnen en waar worden ze gebruikt? (zonne-energie in woestijngebieden, windenergie in Nederland/Denemarken, waterkracht in Noorwegen/Brazili?), Wat zijn milieuproblemen wereldwijd? (ontbossing Amazone, plastic soep oceanen, luchtvervuiling steden, koraalverbleking), Hoe kan Nederland bijdragen aan duurzame ontwikkeling? (ontwikkelingssamenwerking, Fair Trade, duurzame landbouw, innovatie watermanagement). Concrete voorbeelden: 17 SDG's (1-Geen armoede, 2-Geen honger, 3-Goede gezondheid, 6-Schoon water en sanitair, 7-Betaalbare en duurzame energie, 13-Klimaatactie, 14-Leven in water, 15-Leven op land), Waterproblematiek (watergebrek Sahel, droogte Midden-Oosten, Nederlands watermanagement expertise), Voedselonzekerheid (hongersnood Hoorn van Afrika, voedselhulp WFP), Duurzame energie (zonnepanelen Sahara, windmolens Noordzee, waterkracht Noorwegen), Milieuproblemen (ontbossing Amazone voor soja/vee, Great Pacific Garbage Patch plastic, smog in Delhi/Beijing), Nederlandse bijdrage (ontwikkelingssamenwerking, waterkennis export, Fair Trade keurmerk, circulaire economie). Format: 10 vragen in CITO-stijl, 4 antwoordopties per vraag, gebruik SDG-overzicht, duurzaamheidskaarten en actuele voorbeelden. Combineer kennis met actiegericht denken. Niveau: hoopvol en actiegerich t, niet alleen problemen maar ook oplossingen, empowerment voor leerlingen. Balans: mondiale uitdagingen realistisch benoemen, maar ook oplossingen en positieve ontwikkelingen tonen. Differentiatie: Nederlandse duurzaamheidsinitiatieven voor ondersteuning, complexe mondiale samenhangen en SDG-relaties voor verdieping. Zelfstandig werken, gebruik atlas en actuele SDG-informatie. Algemene instructies: veranker in SLO kerndoelen/inhoudslijn; CITO-stijl meerkeuze (4 opties: 1 correct, 3 plausibele afleiders); mix M/E-niveau binnen groep; noteer per item: vraag, antwoordopties, juiste antwoord, korte feedback/strategie.","10","4","","","M/E mix","","kort"
