"Groep","Code","Beschrijving","Level","Toelichting","Prompt_Template","Item_Count","Option_Count","Strategy_Tags","Context","Difficulty_Mix","Text_Length","Feedback_Type"
"7","7T1","Zinsdelen: meewerkend voorwerp","M","Meewerkend voorwerp herkennen","Genereer 10 oefeningen voor Groep 7 (midden schooljaar). Kerndoel: K9 (Taalbeschouwing - taalstructuur en woordenschat). Inhoudslijn: Taalbeschouwing - Grammatica - Zinsontleding gevorderd. Leerdoel (7T1): Meewerkend voorwerp (aan/voor wie) herkennen in zinnen, volledige zinsanalyse. Niveau: M (midden groep 7). Test met vraag: Aan/voor wie? Vraagtypen: Wat is het meewerkend voorwerp in 'Ik geef jou een boek'? (jou/ik/boek/geef), Aan wie/voor wie in 'Marie koopt haar vader een cadeau'? (haar vader/Marie/cadeau/koopt), Onderstreep het meewerkend voorwerp: 'De leerkracht vertelt ons een verhaal' (ons/leerkracht/verhaal/vertelt), In 'Piet stuurt zijn vriend een brief', wat is het meewerkend voorwerp? (zijn vriend/Piet/brief/stuurt). Format: 4 antwoordopties, CITO-stijl. Zelfstandig werken. Ontwikkelt volledig syntactisch begrip: onderwerp-gezegde-meewerkend voorwerp-lijdend voorwerp. Gebruik zinnen met drie of vier zinsdelen. Algemene instructies: veranker in SLO kerndoelen/inhoudslijn; CITO-stijl meerkeuze (4 opties: 1 correct, 3 plausibele afleiders); mix M/E-niveau binnen groep; noteer per item: vraag, antwoordopties, juiste antwoord, korte feedback/strategie.","10","4","","","M/E mix","","kort"
"7","7T2","Bijzinnen","M","Hoofd- en bijzinnen onderscheiden","Genereer 10 oefeningen voor Groep 7 (midden schooljaar). Kerndoel: K9 (Taalbeschouwing - taalstructuur en woordenschat). Inhoudslijn: Taalbeschouwing - Grammatica - Samengestelde zinnen. Leerdoel (7T2): Hoofd- en bijzinnen onderscheiden, complexe zinsstructuren analyseren. Niveau: M (midden groep 7). Bijzin: begint met voegwoord (omdat, doordat, terwijl, hoewel), werkwoord achteraan. Vraagtypen: Welk deel is de bijzin: 'Ik blijf thuis, omdat het regent'? (omdat het regent/ik blijf thuis/het regent/omdat), Onderstreep de hoofdzin: 'Terwijl ik werk, speelt zij' (ik werk/terwijl ik werk/speelt zij/zij speelt), Markeer het voegwoord dat de bijzin inleidt (omdat/doordat/terwijl/hoewel - 4 opties), Welke zin bevat een bijzin? (Ik ga, omdat.../Ik ga/Gaan is leuk/Ik loop). Format: 4 antwoordopties, CITO-stijl. Zelfstandig werken. Ontwikkelt begrip van zinsstructuur en onderschikking. Let op werkwoordpositie in bijzinnen. Algemene instructies: veranker in SLO kerndoelen/inhoudslijn; CITO-stijl meerkeuze (4 opties: 1 correct, 3 plausibele afleiders); mix M/E-niveau binnen groep; noteer per item: vraag, antwoordopties, juiste antwoord, korte feedback/strategie.","10","4","","","M/E mix","","kort"
"7","7T3","Voegwoorden","M","Voegwoorden herkennen en gebruiken (want, omdat, terwijl)","Genereer 10 oefeningen voor Groep 7 (midden schooljaar). Kerndoel: K9 (Taalbeschouwing - taalstructuur en woordenschat). Inhoudslijn: Taalbeschouwing - Grammatica - Voegwoorden. Leerdoel (7T3): Onderschikkende voegwoorden (omdat, doordat, terwijl, hoewel) en nevenschikkende voegwoorden (en, maar, want, of) herkennen en correct gebruiken. Niveau: M (midden groep 7). Onderschikkend: omdat, doordat (bijzin). Nevenschikkend: want, maar (hoofdzin). Vraagtypen: Welk voegwoord past: 'Ik blijf thuis, ... het regent'? (omdat/want/en/maar), Vul 'want' of 'omdat' in: 'Ik ben moe, ... ik heb hard gewerkt' (want/omdat/doordat/dus), Onderstreep het voegwoord: 'Hij eet, terwijl zij werkt' (terwijl/eet/werkt/zij), Welk is een onderschikkend voegwoord? (omdat/en/maar/of). Format: 4 antwoordopties, CITO-stijl. Zelfstandig werken. Ontwikkelt begrip van zinssamenhanging en causale/temporele relaties. Koppel aan werkwoordpositie. Algemene instructies: veranker in SLO kerndoelen/inhoudslijn; CITO-stijl meerkeuze (4 opties: 1 correct, 3 plausibele afleiders); mix M/E-niveau binnen groep; noteer per item: vraag, antwoordopties, juiste antwoord, korte feedback/strategie.","10","4","","","M/E mix","","kort"
"7","7T4","Figuurlijk taalgebruik","E","Metaforen en vergelijkingen herkennen","Genereer 10 oefeningen voor Groep 7 (eind schooljaar). Kerndoel: K9 (Taalbeschouwing - taalstructuur en woordenschat). Inhoudslijn: Taalbeschouwing - Woordrelaties - Stijlfiguren. Leerdoel (7T4): Metaforen (directe vergelijking zonder 'als') en vergelijkingen (met 'als') herkennen en interpreteren, figuurlijk taalgebruik. Niveau: E (eind groep 7). Metafoor: 'Hij is een rots'. Vergelijking: 'Hij is als een rots'. Vraagtypen: Is dit een metafoor of vergelijking: 'Zij is een zon'? (metafoor/vergelijking/letterlijk/geen), Wat betekent 'hij is een rots in de branding'? (betrouwbaar en stabiel/hard/nat/groot), Herken figuurlijk taalgebruik: 'Tijd is geld' (metafoor/letterlijk/vergelijking/spreekwoord), Welke bevat een vergelijking? (Hij loopt als een haas/Hij is een haas/Hij loopt/Lopen is snel). Format: 4 antwoordopties, CITO-stijl. Zelfstandig werken. Ontwikkelt literair begrip, interpretatievaardigheid en metalingu?stisch bewustzijn van beeldtaal. Algemene instructies: veranker in SLO kerndoelen/inhoudslijn; CITO-stijl meerkeuze (4 opties: 1 correct, 3 plausibele afleiders); mix M/E-niveau binnen groep; noteer per item: vraag, antwoordopties, juiste antwoord, korte feedback/strategie.","10","4","","","M/E mix","","kort"
"7","7T5","Taalvariatie","E","Verschillende taalvari?teiten herkennen (dialect, standaardtaal)","Genereer 10 oefeningen voor Groep 7 (eind schooljaar). Kerndoel: K9 (Taalbeschouwing - taalstructuur en woordenschat). Inhoudslijn: Taalbeschouwing - Taalvariatie - Dialecten en sociolecten. Leerdoel (7T5): Verschillende taalvari?teiten herkennen (dialect, standaardtaal, jeugdtaal) en situatiegepast toepassen, sociolingu?stisch bewustzijn. Niveau: E (eind groep 7). Standaardnederlands vs. regionale dialecten (Limburgs, Fries, etc.). Vraagtypen: Is dit dialect of standaardtaal: 'Ik heb honger'? (standaardtaal/dialect/jeugdtaal/slang), Welke taalvari?teit: streektaal met specifieke woorden? (dialect/standaardtaal/formeel/informeel), Vertaal naar standaardnederlands: dialectvoorbeeld (4 opties standaardnederlands), In welke situatie gebruik je standaardnederlands? (offici?le brief/vrienden/thuis/familie). Format: 4 antwoordopties, CITO-stijl. Zelfstandig werken. Ontwikkelt sociolingu?stisch bewustzijn, taalbewustzijn en respectvol begrip van taalvariatie in Nederland. Algemene instructies: veranker in SLO kerndoelen/inhoudslijn; CITO-stijl meerkeuze (4 opties: 1 correct, 3 plausibele afleiders); mix M/E-niveau binnen groep; noteer per item: vraag, antwoordopties, juiste antwoord, korte feedback/strategie.","10","4","","","M/E mix","","kort"
"8","8T1","Grammatica volledig","M","Alle woordsoorten en zinsdelen beheersen","Genereer 10 oefeningen voor Groep 8 (midden schooljaar). Kerndoel: K9 (Taalbeschouwing - taalstructuur en woordenschat). Inhoudslijn: Taalbeschouwing - Grammatica - Volledige zinsanalyse. Leerdoel (8T1): Alle woordsoorten en zinsdelen in complexe zinnen beheersen en analyseren, voorbereiding op voortgezet onderwijs. Niveau: M (midden groep 8). Woordsoorten: zn, ww, bn, bw, vz, vw, vgw, tw, vnw, lidw. Zinsdelen: onderwerp, gezegde, lijdend voorwerp, meewerkend voorwerp, bijwoordelijke bepalingen. Vraagtypen: Bepaal alle woordsoorten in deze zin (analyseer per woord, 4 opties per woord), Wat is de functie van dit woord in de zin? (onderwerp/gezegde/lv/mv), Analyseer deze samengestelde zin volledig (hoofdzin/bijzin identificeren), Welke woordsoort is 'snel' in 'Hij loopt snel'? (bijwoord/bijvoeglijk naamwoord/werkwoord/zelfstandig naamwoord). Format: 4 antwoordopties, CITO-stijl. Zelfstandig werken. Integreert alle grammaticale kennis. Gebruikt complexe Nederlandse zinnen. Algemene instructies: veranker in SLO kerndoelen/inhoudslijn; CITO-stijl meerkeuze (4 opties: 1 correct, 3 plausibele afleiders); mix M/E-niveau binnen groep; noteer per item: vraag, antwoordopties, juiste antwoord, korte feedback/strategie.","10","4","","","M/E mix","","kort"
"8","8T2","Beeldspraak","M","Beeldspraak herkennen en begrijpen (personificatie, hyperbool)","Genereer 10 oefeningen voor Groep 8 (midden schooljaar). Kerndoel: K9 (Taalbeschouwing - taalstructuur en woordenschat). Inhoudslijn: Taalbeschouwing - Woordrelaties - Stijlfiguren uitgebreid. Leerdoel (8T2): Verschillende vormen van beeldspraak herkennen en interpreteren (personificatie, hyperbool, metafoor, vergelijking), literair begrip. Niveau: M (midden groep 8). Personificatie: levenloze dingen menselijke eigenschappen geven. Hyperbool: overdrijving. Vraagtypen: Welke beeldspraak wordt gebruikt: 'De wind fluistert'? (personificatie/hyperbool/metafoor/vergelijking), Is dit een personificatie, hyperbool of metafoor: 'Ik heb duizend keer gezegd'? (hyperbool/personificatie/metafoor/letterlijk), Wat betekent deze beeldspraak: 'De maan lacht'? (vrolijke sfeer door personificatie/de maan is blij/letterlijk/geen betekenis), Herken het stijlfiguur: 'Het huis schreeuwde om aandacht' (personificatie/hyperbool/metafoor/vergelijking). Format: 4 antwoordopties, CITO-stijl. Zelfstandig werken. Ontwikkelt literaire analyse en interpretatievaardigheden. Voorbereiding op literatuuronderwijs VO. Algemene instructies: veranker in SLO kerndoelen/inhoudslijn; CITO-stijl meerkeuze (4 opties: 1 correct, 3 plausibele afleiders); mix M/E-niveau binnen groep; noteer per item: vraag, antwoordopties, juiste antwoord, korte feedback/strategie.","10","4","","","M/E mix","","kort"
"8","8T3","Taalverandering","M","Begrijpen dat taal verandert in de tijd","Genereer 10 oefeningen voor Groep 8 (midden schooljaar). Kerndoel: K9 (Taalbeschouwing - taalstructuur en woordenschat). Inhoudslijn: Taalbeschouwing - Taalvariatie - Taalverandering en taalgeschiedenis. Leerdoel (8T3): Begrijpen dat taal verandert in de tijd door leenwoorden, betekenisverschuiving en nieuwe woorden, metalingu?stisch historisch bewustzijn. Niveau: M (midden groep 8). Taalverandering: ouderwetse woorden, nieuwe woorden (Anglicismen), betekenisverschuiving. Vraagtypen: Vergelijk oude en nieuwe woorden: wat is het moderne woord voor 'helaas'? (jammer/heloas/helaas/verdriet), Welk woord is ouderwets: 'aanstonds'? (ja, betekent 'dadelijk'/nee/modern/slang), Hoe verandert taal: waarom zeggen we nu 'laptop'? (leenwoord uit Engels/Nederlands woord/ouderwets/dialect), Wat is een voorbeeld van taalverandering? ('smartphone' is nieuw woord/'huis' is oud woord/taal verandert niet/geen). Format: 4 antwoordopties, CITO-stijl. Zelfstandig werken. Ontwikkelt historisch en sociocultureel taalbewustzijn. Gebruik Nederlandse voorbeelden. Algemene instructies: veranker in SLO kerndoelen/inhoudslijn; CITO-stijl meerkeuze (4 opties: 1 correct, 3 plausibele afleiders); mix M/E-niveau binnen groep; noteer per item: vraag, antwoordopties, juiste antwoord, korte feedback/strategie.","10","4","","","M/E mix","","kort"
"8","8T4","Referentieniveau taal 1F","E","Taalbeschouwing op niveau 1F beheersen","Genereer 10 oefeningen voor Groep 8 (eind schooljaar). Kerndoel: K9 (Taalbeschouwing - taalstructuur en woordenschat). Referentieniveau: 1F (fundamenteel basisniveau). Inhoudslijn: Taalbeschouwing - Toetsing - Eindniveau basisschool. Leerdoel (8T4): Taalbeschouwing op referentieniveau 1F beheersen, basale grammaticale en lexicale kennis. Niveau: E (eind groep 8). Niveau 1F: basiswoordsoorten, enkelvoudige zinsdelen, frequente woordenschat, synoniemen/antoniemen. Vraagtypen: Bepaal de woordsoort van het onderstreepte woord (4 woordsoorten), Wat is het onderwerp van deze zin? (4 opties), Welk woord betekent hetzelfde als 'groot'? (synoniem kiezen uit 4), Wat is het meervoud van 'kind'? (4 opties). Format: 4 antwoordopties, CITO-eindtoets stijl. Zelfstandig werken, toetsconditie. Representatief voor CITO eindtoets taalbeschouwing 1F. Voorbereiding op voortgezet onderwijs. Mix van grammatica, woordenschat en woordrelaties. Algemene instructies: veranker in SLO kerndoelen/inhoudslijn; CITO-stijl meerkeuze (4 opties: 1 correct, 3 plausibele afleiders); mix M/E-niveau binnen groep; noteer per item: vraag, antwoordopties, juiste antwoord, korte feedback/strategie.","10","4","","","M/E mix","","kort"
"8","8T5","Referentieniveau taal 2F","E","Taalbeschouwing op niveau 2F beheersen","Genereer 10 oefeningen voor Groep 8 (eind schooljaar). Kerndoel: K9 (Taalbeschouwing - taalstructuur en woordenschat). Referentieniveau: 2F (streefniveau gevorderd). Inhoudslijn: Taalbeschouwing - Toetsing - Gevorderd eindniveau. Leerdoel (8T5): Taalbeschouwing op referentieniveau 2F beheersen, gevorderde grammaticale analyse en woordenschat. Niveau: E (eind groep 8). Niveau 2F: alle woordsoorten, complexe zinsdelen (meewerkend voorwerp), hoofd-/bijzinnen, beeldspraak, woordfamilies, academische woordenschat. Vraagtypen: Analyseer het meewerkend voorwerp in deze complexe zin (4 opties), Welk stijlfiguur wordt gebruikt? (metafoor/personificatie/hyperbool/vergelijking), Identificeer de bijzin in deze samengestelde zin (4 zinsde len), Welk woord hoort bij deze woordfamilie? (morfologisch complex, 4 opties). Format: 4 antwoordopties, CITO-eindtoets stijl 2F. Zelfstandig werken, toetsconditie. Representatief voor CITO eindtoets taalbeschouwing 2F. Complexe analyse en hogere denkniveaus. Voorbereiding op VWO-niveau. Algemene instructies: veranker in SLO kerndoelen/inhoudslijn; CITO-stijl meerkeuze (4 opties: 1 correct, 3 plausibele afleiders); mix M/E-niveau binnen groep; noteer per item: vraag, antwoordopties, juiste antwoord, korte feedback/strategie.","10","4","","","M/E mix","","kort"
"8","8T6","Academische woordenschat","E","Vakspecifieke en academische woordenschat beheersen","Genereer 10 oefeningen voor Groep 8 (eind schooljaar). Kerndoel: K9 (Taalbeschouwing - taalstructuur en woordenschat). Inhoudslijn: Taalbeschouwing - Woordenschat - Academische en vakspecifieke taal. Leerdoel (8T6): Vakspecifieke en academische woordenschat uit verschillende domeinen beheersen en in context kunnen toepassen, voorbereiding op voortgezet onderwijs. Niveau: E (eind groep 8). Vakterminologie uit: wetenschap (hypothese, experiment), geschiedenis (tijdperk, bron), aardrijkskunde (klimaat, continent), wiskunde (breuk, oppervlakte). Vraagtypen: Wat betekent 'hypothese' in deze wetenschappelijke context? (veronderstelling/bewijs/meting/conclusie), Herken de vakterm: wat is een 'bron' in geschiedenis? (origineel document uit verleden/rivier/boek/verhaal), In aardrijkskunde betekent 'klimaat'...? (gemiddeld weer over lange tijd/weer vandaag/temperatuur/wind), Wat is een 'breuk' in wiskunde? (deel van geheel/kapot/som/getal). Format: 4 antwoordopties, CITO-stijl. Zelfstandig werken. Ontwikkelt academische geletterdheid en vakspecifiek taalgebruik. Voorbereiding op HAVO/VWO. Algemene instructies: veranker in SLO kerndoelen/inhoudslijn; CITO-stijl meerkeuze (4 opties: 1 correct, 3 plausibele afleiders); mix M/E-niveau binnen groep; noteer per item: vraag, antwoordopties, juiste antwoord, korte feedback/strategie.","10","4","","","M/E mix","","kort"
