"Groep","Code","Beschrijving","Level","Toelichting","Prompt_Template","Item_Count","Option_Count","Strategy_Tags","Context","Difficulty_Mix","Text_Length","Feedback_Type"
"5","5G3","Delen met rest","M","Delen met en zonder rest, staartdeling introduceren","Genereer 15 oefeningen voor Groep 5 (midden schooljaar). Kerndoel: K29 (Hoofdrekenen), K30 (Cijferend rekenen). Inhoudslijn: Getallen - Bewerkingen - Delen met rest en staartdeling. Leerdoel (5G3): Delen met en zonder rest, staartdeling introduceren en toepassen. Niveau: M (midden groep 5, introductie van schriftelijk delen). Gebruik staartdeling-stappenplan, concreet materiaal voor rest-begrip. Context: eerlijk verdelen met restjes, groepen indelen. Vraagtypen: 47:6=? (antwoord met rest), 85:5=? (geen rest), Staartdeling 96:8=?, 73:4=? rest?, Woordprobleem: 52 kinderen in groepjes van 6, hoeveel groepjes en hoeveel blijven over?. Format: Mix van kale deelsommen en woordproblemen, 4 antwoordopties. Staartdeling stappenplan gebruiken. Werkvorm: Zelfstandig werken met stappenplan voor staartdeling. Rest expliciet benoemen. Differentiatie: Ondersteuning met concreet verdelen, verdieping met grotere getallen en tweecijferige delers. Algemene instructies: veranker in SLO kerndoelen/inhoudslijn; CITO-stijl meerkeuze (4 opties: 1 correct, 3 plausibele afleiders); mix M/E-niveau binnen groep; noteer per item: vraag, antwoordopties, juiste antwoord, korte feedback/strategie.","10","4","","","M/E mix","","kort"
"5","5G4","Decimale getallen (1 cijfer)","M","Decimale getallen met ??n cijfer achter de komma (tienden)","Genereer 12 oefeningen voor Groep 5 (midden schooljaar). Kerndoel: K28 (Inzicht in getalsysteem en rekenen tot 100). Inhoudslijn: Getallen - Getalbegrip - Decimale getallen introductie. Leerdoel (5G4): Decimale getallen met ??n cijfer achter de komma (tienden) begrijpen, lezen, schrijven en gebruiken. Niveau: M (midden groep 5, introductie van kommagetallen). Gebruik getallenlijn met tienden, MAB-materiaal (plaat=1, staaf=0,1), geld (euro's en centen). Context: geld (?3,50), lengtes (1,5 meter), gewichten (2,3 kilogram), temperatuur. Vraagtypen: Waar staat 0,5 op de getallenlijn?, 3,2 + 1,5 =?, Welk getal is groter: 4,3 of 4,7?, Schrijf drie komma zes in cijfers, ?2,40 + ?1,30 =?. Format: Meerkeuzevragen met 4 opties, visuele ondersteuning met getallenlijn en geldcontext. Werkvorm: Zelfstandig werken. Begrip van tienden en kommanotatie. Differentiatie: Extra oefening met concreet geld en MAB-materiaal, verdieping met honderdsten. Algemene instructies: veranker in SLO kerndoelen/inhoudslijn; CITO-stijl meerkeuze (4 opties: 1 correct, 3 plausibele afleiders); mix M/E-niveau binnen groep; noteer per item: vraag, antwoordopties, juiste antwoord, korte feedback/strategie.","10","4","","","M/E mix","","kort"
"5","5G5","Getalbegrip tot 100.000","E","Getallen tot 100.000 lezen, schrijven en vergelijken","Genereer 12 oefeningen voor Groep 5 (eind schooljaar). Kerndoel: K28 (Inzicht in getalsysteem en rekenen tot 100). Inhoudslijn: Getallen - Getalbegrip - Grote getallen beheersen. Leerdoel (5G5): Getallen tot 100.000 vlot lezen, schrijven, vergelijken en ordenen, plaatswaarde tot tienduizendtallen beheersen. Niveau: E (eind groep 5, beheersing vijfcijferige getallen). Gebruik getallenlijn tot 100.000, plaatswaardetabellen, getallenkaarten. Context: inwonergetallen van grote steden, stadionbezoekers, prijzen van huizen, afstanden in kilometers. Vraagtypen: Lees het getal 56.789, Orden van klein naar groot: 34.567, 43.567, 34.576, 43.657, 34.765, 56.789 is groter of kleiner dan 56.879?, Schrijf het getal vierenvijftigduizend driehonderdtwee?ntwintig in cijfers, Welk getal ligt tussen 45.000 en 46.000?. Format: Meerkeuzevragen met 4 opties, mix van lezen, schrijven, vergelijken en ordenen. Werkvorm: Zelfstandig werken. Volledige beheersing getallenruimte tot 100.000. Differentiatie: Extra oefening met getallenlijn en plaatswaarde, verdieping met getallen tot 1 miljoen. Algemene instructies: veranker in SLO kerndoelen/inhoudslijn; CITO-stijl meerkeuze (4 opties: 1 correct, 3 plausibele afleiders); mix M/E-niveau binnen groep; noteer per item: vraag, antwoordopties, juiste antwoord, korte feedback/strategie.","10","4","","","M/E mix","","kort"
"5","5G6","Cijferend optellen en aftrekken","E","Cijferend rekenen met getallen tot 10.000","Genereer 15 oefeningen voor Groep 5 (eind schooljaar). Kerndoel: K30 (Cijferend rekenen). Inhoudslijn: Getallen - Bewerkingen - Schriftelijk optellen en aftrekken. Leerdoel (5G6): Cijferend (kolomsgewijs) optellen en aftrekken met getallen tot 10.000, algoritme correct toepassen. Niveau: E (eind groep 5, beheersing cijferalgoritme). Gebruik kolomsgewijs rekenen met overdracht en terugleen, stappenplan. Context: grote bedragen rekenen, afstanden berekenen, inwonergetallen. Vraagtypen: 4.567 + 2.834 =?, 6.543 - 2.876 =?, 7.345 + 1.987 =? (meerdere overdrachten), 5.000 - 3.456 =? (terugleen), Woordprobleem: Een stad heeft 8.234 inwoners, er komen 1.567 bij, hoeveel inwoners nu?. Format: Mix van kale sommen (60%) en woordproblemen (40%), 4 antwoordopties. Kolomsgewijs algoritme met correcte uitlijning. Werkvorm: Zelfstandig werken, focus op nauwkeurigheid bij uitlijning. Cijferalgoritme foutloos kunnen toepassen. Differentiatie: Ondersteuning met ruitjespapier en stappenplan, verdieping met grotere getallen. Algemene instructies: veranker in SLO kerndoelen/inhoudslijn; CITO-stijl meerkeuze (4 opties: 1 correct, 3 plausibele afleiders); mix M/E-niveau binnen groep; noteer per item: vraag, antwoordopties, juiste antwoord, korte feedback/strategie.","10","4","","","M/E mix","","kort"
"5","5G7","Decimale getallen (2 cijfers)","E","Decimale getallen met twee cijfers achter de komma (honderdsten)","Genereer 12 oefeningen voor Groep 5 (eind schooljaar). Kerndoel: K28 (Inzicht in getalsysteem en rekenen tot 100). Inhoudslijn: Getallen - Getalbegrip - Decimale getallen uitbreiden. Leerdoel (5G7): Decimale getallen met twee cijfers achter de komma (tienden en honderdsten) begrijpen, lezen, schrijven en gebruiken. Niveau: E (eind groep 5, uitbreiding naar honderdsten). Gebruik getallenlijn met honderdsten, MAB-materiaal (plaat=1, staaf=0,1, blokje=0,01), geld (euro's en centen). Context: geld (?12,45), lengtes (1,25 meter), gewichten (3,75 kilogram), tijden (secondes). Vraagtypen: 0,25 + 0,30 =?, Welk getal is groter: 3,45 of 3,54?, Waar staat 0,75 op de getallenlijn?, Schrijf drie komma vijfenzeventig in cijfers, ?5,25 + ?2,60 =?, Orden: 2,34 / 2,43 / 2,3 / 2,04. Format: Meerkeuzevragen met 4 opties, visuele ondersteuning met getallenlijn en geldbedragen. Werkvorm: Zelfstandig werken. Begrip van tienden ?n honderdsten, plaatswaarde na de komma. Differentiatie: Extra oefening met geld en getallenlijn, verdieping met bewerkingen met decimalen. Algemene instructies: veranker in SLO kerndoelen/inhoudslijn; CITO-stijl meerkeuze (4 opties: 1 correct, 3 plausibele afleiders); mix M/E-niveau binnen groep; noteer per item: vraag, antwoordopties, juiste antwoord, korte feedback/strategie.","10","4","","","M/E mix","","kort"
"6","6G1","Getalbegrip tot 1.000.000","M","Getallen tot 1 miljoen lezen, schrijven en plaatswaarde","Genereer 10 oefeningen voor Groep 6 (midden schooljaar). Kerndoel: K28 (Getalsysteem). Inhoudslijn: Getallen - Getalbegrip. Leerdoel (6G1): Getallen tot 1 miljoen lezen, schrijven en plaatswaarde. Niveau: M (midden groep 6). Vraagtypen: lees 456.789, plaatswaarde in miljoengetallen, orden grote getallen. Format: miljoengetallen oefeningen. Algemene instructies: veranker in SLO kerndoelen/inhoudslijn; CITO-stijl meerkeuze (4 opties: 1 correct, 3 plausibele afleiders); mix M/E-niveau binnen groep; noteer per item: vraag, antwoordopties, juiste antwoord, korte feedback/strategie.","10","4","","","M/E mix","","kort"
"6","6G2","Vermenigvuldigen meercijferig","M","Cijferend vermenigvuldigen met meercijferige getallen","Genereer 10 oefeningen voor Groep 6 (midden schooljaar). Kerndoel: K30 (Cijferend rekenen). Inhoudslijn: Getallen - Bewerkingen. Leerdoel (6G2): Cijferend vermenigvuldigen met meercijferige getallen. Niveau: M (midden groep 6). Vraagtypen: 234 ? 56 =?, 478 ? 23 =?. Format: cijferend vermenigvuldigen. Algemene instructies: veranker in SLO kerndoelen/inhoudslijn; CITO-stijl meerkeuze (4 opties: 1 correct, 3 plausibele afleiders); mix M/E-niveau binnen groep; noteer per item: vraag, antwoordopties, juiste antwoord, korte feedback/strategie.","10","4","","","M/E mix","","kort"
"6","6G3","Delen meercijferig","M","Staartdeling met meercijferige getallen","Genereer 10 oefeningen voor Groep 6 (midden schooljaar). Kerndoel: K30 (Cijferend rekenen). Inhoudslijn: Getallen - Bewerkingen. Leerdoel (6G3): Staartdeling met meercijferige getallen. Niveau: M (midden groep 6). Vraagtypen: 456 : 12 =?, 789 : 23 =?, staartdeling. Format: staartdelingen. Algemene instructies: veranker in SLO kerndoelen/inhoudslijn; CITO-stijl meerkeuze (4 opties: 1 correct, 3 plausibele afleiders); mix M/E-niveau binnen groep; noteer per item: vraag, antwoordopties, juiste antwoord, korte feedback/strategie.","10","4","","","M/E mix","","kort"
"6","6G4","Negatieve getallen","M","Kennismaken met negatieve getallen (temperatuur, getallenlijn)","Genereer 10 oefeningen voor Groep 6 (midden schooljaar). Kerndoel: K28 (Getalsysteem). Inhoudslijn: Getallen - Getalbegrip. Leerdoel (6G4): Kennismaken met negatieve getallen (temperatuur, getallenlijn). Niveau: M (midden groep 6). Context: temperatuur, schuld. Vraagtypen: -5?C warmer dan -10?C?, getallenlijn met negatieve getallen. Format: negatieve getallen introductie. Algemene instructies: veranker in SLO kerndoelen/inhoudslijn; CITO-stijl meerkeuze (4 opties: 1 correct, 3 plausibele afleiders); mix M/E-niveau binnen groep; noteer per item: vraag, antwoordopties, juiste antwoord, korte feedback/strategie.","10","4","","","M/E mix","","kort"
"6","6G5","Grote getallen","E","Getallen tot miljarden lezen en schrijven","Genereer 10 oefeningen voor Groep 6 (eind schooljaar). Kerndoel: K28 (Getalsysteem). Inhoudslijn: Getallen - Getalbegrip. Leerdoel (6G5): Getallen tot miljarden lezen en schrijven. Niveau: E (eind groep 6). Vraagtypen: lees 3.456.789.123, schrijf in woorden, orden miljarden. Format: zeer grote getallen. Algemene instructies: veranker in SLO kerndoelen/inhoudslijn; CITO-stijl meerkeuze (4 opties: 1 correct, 3 plausibele afleiders); mix M/E-niveau binnen groep; noteer per item: vraag, antwoordopties, juiste antwoord, korte feedback/strategie.","10","4","","","M/E mix","","kort"
"6","6G6","Afronden en schatten","E","Getallen afronden op tientallen, honderdtallen en duizendtallen","Genereer 10 oefeningen voor Groep 6 (eind schooljaar). Kerndoel: K28 (Getalsysteem), K29 (Hoofdrekenen). Inhoudslijn: Getallen - Getalbegrip. Leerdoel (6G6): Getallen afronden op tientallen, honderdtallen en duizendtallen. Niveau: E (eind groep 6). Vraagtypen: rond 456 af op tientallen, 4.567 op honderdtallen, schat 48?51. Format: afrondings- en schatopgaven. Algemene instructies: veranker in SLO kerndoelen/inhoudslijn; CITO-stijl meerkeuze (4 opties: 1 correct, 3 plausibele afleiders); mix M/E-niveau binnen groep; noteer per item: vraag, antwoordopties, juiste antwoord, korte feedback/strategie.","10","4","","","M/E mix","","kort"
"6","6G7","Bewerkingen met decimalen","E","Optellen en aftrekken met decimale getallen","Genereer 10 oefeningen voor Groep 6 (eind schooljaar). Kerndoel: K29 (Hoofdrekenen), K30 (Cijferend rekenen). Inhoudslijn: Getallen - Bewerkingen. Leerdoel (6G7): Optellen en aftrekken met decimale getallen. Niveau: E (eind groep 6). Vraagtypen: 12,45 + 8,73 =?, 25,60 - 12,85 =?. Format: decimale bewerkingen. Algemene instructies: veranker in SLO kerndoelen/inhoudslijn; CITO-stijl meerkeuze (4 opties: 1 correct, 3 plausibele afleiders); mix M/E-niveau binnen groep; noteer per item: vraag, antwoordopties, juiste antwoord, korte feedback/strategie.","10","4","","","M/E mix","","kort"
"7","7G1","Negatieve getallen rekenen","M","Optellen en aftrekken met negatieve getallen","Genereer 10 oefeningen voor Groep 7 (midden schooljaar). Kerndoel: K29 (Hoofdrekenen). Inhoudslijn: Getallen - Bewerkingen. Leerdoel (7G1): Optellen en aftrekken met negatieve getallen. Niveau: M (midden groep 7). Vraagtypen: -5 + 8 =?, 3 - (-4) =?, getallenlijn met + en -. Format: bewerkingen met negatieve getallen. Algemene instructies: veranker in SLO kerndoelen/inhoudslijn; CITO-stijl meerkeuze (4 opties: 1 correct, 3 plausibele afleiders); mix M/E-niveau binnen groep; noteer per item: vraag, antwoordopties, juiste antwoord, korte feedback/strategie.","10","4","","","M/E mix","","kort"
"7","7G2","Machtsverheffen","M","Kennismaken met machten (kwadraten en derdemachten)","Genereer 10 oefeningen voor Groep 7 (midden schooljaar). Kerndoel: K28 (Getalsysteem). Inhoudslijn: Getallen - Getalbegrip. Leerdoel (7G2): Kennismaken met machten (kwadraten en derdemachten). Niveau: M (midden groep 7). Vraagtypen: 5? =?, 3? =?, welke macht is 64. Format: machten introduceren. Algemene instructies: veranker in SLO kerndoelen/inhoudslijn; CITO-stijl meerkeuze (4 opties: 1 correct, 3 plausibele afleiders); mix M/E-niveau binnen groep; noteer per item: vraag, antwoordopties, juiste antwoord, korte feedback/strategie.","10","4","","","M/E mix","","kort"
"7","7G3","Bewerkingsvolgorde","M","Volgorde van bewerkingen (haakjes, machten, vermenigvuldigen, delen, optellen, aftrekken)","Genereer 10 oefeningen voor Groep 7 (midden schooljaar). Kerndoel: K29 (Hoofdrekenen). Inhoudslijn: Getallen - Bewerkingen. Leerdoel (7G3): Volgorde van bewerkingen toepassen. Niveau: M (midden groep 7). Vraagtypen: 3 + 4 ? 5 =?, (8 - 2) ? 3 =?, bewerkingsvolgorde. Format: combinaties van bewerkingen. Algemene instructies: veranker in SLO kerndoelen/inhoudslijn; CITO-stijl meerkeuze (4 opties: 1 correct, 3 plausibele afleiders); mix M/E-niveau binnen groep; noteer per item: vraag, antwoordopties, juiste antwoord, korte feedback/strategie.","10","4","","","M/E mix","","kort"
"7","7G4","Handig rekenen grote getallen","E","Rekenstrategie?n toepassen bij grote getallen","Genereer 10 oefeningen voor Groep 7 (eind schooljaar). Kerndoel: K29 (Hoofdrekenen). Inhoudslijn: Getallen - Bewerkingen. Leerdoel (7G4): Rekenstrategie?n toepassen bij grote getallen. Niveau: E (eind groep 7). Vraagtypen: 4.999 + 2.568 handig, 25 ? 36 slim rekenen. Format: strategisch rekenen. Algemene instructies: veranker in SLO kerndoelen/inhoudslijn; CITO-stijl meerkeuze (4 opties: 1 correct, 3 plausibele afleiders); mix M/E-niveau binnen groep; noteer per item: vraag, antwoordopties, juiste antwoord, korte feedback/strategie.","10","4","","","M/E mix","","kort"
"7","7G5","Vermenigvuldigen en delen decimalen","E","Vermenigvuldigen en delen met decimale getallen","Genereer 10 oefeningen voor Groep 7 (eind schooljaar). Kerndoel: K29 (Hoofdrekenen), K30 (Cijferend rekenen). Inhoudslijn: Getallen - Bewerkingen. Leerdoel (7G5): Vermenigvuldigen en delen met decimale getallen. Niveau: E (eind groep 7). Vraagtypen: 12,5 ? 4 =?, 45,6 : 8 =?. Format: ? en : met decimalen. Algemene instructies: veranker in SLO kerndoelen/inhoudslijn; CITO-stijl meerkeuze (4 opties: 1 correct, 3 plausibele afleiders); mix M/E-niveau binnen groep; noteer per item: vraag, antwoordopties, juiste antwoord, korte feedback/strategie.","10","4","","","M/E mix","","kort"
"7","7G6","Verhoudingstabellen eenvoudig","E","Eenvoudige verhoudingstabellen maken en gebruiken","Genereer 10 oefeningen voor Groep 7 (eind schooljaar). Kerndoel: K29 (Hoofdrekenen). Inhoudslijn: Verhoudingen (link naar domein). Leerdoel (7G6): Eenvoudige verhoudingstabellen maken en gebruiken. Niveau: E (eind groep 7). Vraagtypen: vul verhoudingstabel in, 3 appels kosten ?2, 6 appels kosten?. Format: verhoudingstabellen. Algemene instructies: veranker in SLO kerndoelen/inhoudslijn; CITO-stijl meerkeuze (4 opties: 1 correct, 3 plausibele afleiders); mix M/E-niveau binnen groep; noteer per item: vraag, antwoordopties, juiste antwoord, korte feedback/strategie.","10","4","","","M/E mix","","kort"
"8","8G1","Grote getallen lezen en schrijven","M","Getallen tot miljoenen lezen, schrijven, ordenen en afronden","Genereer 10 oefeningen voor Groep 8 (midden schooljaar). Kerndoel: K28 (Getalsysteem). Inhoudslijn: Getallen - Getalbegrip - Grote getallen. Leerdoel (8G1): Getallen tot miljoenen lezen, schrijven, ordenen en afronden op verschillende posities. Niveau: M (midden groep 8). Gebruik Nederlandse getalnotatie met punten als duizendtalscheider. Context: inwoneraantallen Nederlandse steden, bedragen, afstanden, grote hoeveelheden. Vraagtypen: Schrijf 4.567.890 in woorden, Rond 8.734.521 af op duizendtallen, Orden deze getallen van klein naar groot, Welk getal is 100.000 meer dan 3.456.789?, Lees dit grote getal van de getallenlijn, Schrijf in cijfers: vier miljoen zeshonderddrieduizend. Format: grote getallen lezen, schrijven en afronden met 4 antwoordopties, CITO-stijl. Zelfstandig werken. Algemene instructies: veranker in SLO kerndoelen/inhoudslijn; CITO-stijl meerkeuze (4 opties: 1 correct, 3 plausibele afleiders); mix M/E-niveau binnen groep; noteer per item: vraag, antwoordopties, juiste antwoord, korte feedback/strategie.","10","4","","","M/E mix","","kort"
"8","8G2","Kwadraten berekenen","M","Kwadraten van getallen 1-20 in context van oppervlakte","Genereer 10 oefeningen voor Groep 8 (midden schooljaar). Kerndoel: K29 (Hoofdrekenen) en K33 (Meetkunde). Inhoudslijn: Getallen - Bewerkingen - Kwadraten (altijd in meetkunde context). Leerdoel (8G2): Kwadraten van getallen 1-20 kennen en toepassen in context van oppervlakteberekeningen. Niveau: M (midden groep 8). BELANGRIJK: Kwadraten alleen in context van vierkante oppervlaktes, NIET abstract. Gebruik vierkante vormen en oppervlakteberekeningen. Context: vierkante kamers, speelvelden, tuinen, tegels. Vraagtypen: Een vierkant speelveld heeft zijde 12 meter, bereken de oppervlakte (12?), Hoeveel m? is een vierkante kamer met zijde 8 meter?, Bereken: 15 ? 15 (voor vierkant van 15?15), Een vierkante tuin met zijde 20 meter heeft oppervlakte...?, Welk getal vermenigvuldigd met zichzelf geeft 64? (in context: zijde van vierkant met oppervlakte 64 m?). Format: kwadraten in oppervlakte context met 4 antwoordopties, CITO-stijl. Zelfstandig werken. GEEN abstracte worteltrekken - alleen in meetkunde context. Algemene instructies: veranker in SLO kerndoelen/inhoudslijn; CITO-stijl meerkeuze (4 opties: 1 correct, 3 plausibele afleiders); mix M/E-niveau binnen groep; noteer per item: vraag, antwoordopties, juiste antwoord, korte feedback/strategie.","10","4","","","M/E mix","","kort"
"8","8G3","Complexe bewerkingen","M","Combinaties van alle bewerkingen met grote en kleine getallen","Genereer 10 oefeningen voor Groep 8 (midden schooljaar). Kerndoel: K29 (Hoofdrekenen), K30 (Cijferend rekenen). Inhoudslijn: Getallen - Bewerkingen. Leerdoel (8G3): Combinaties van alle bewerkingen. Niveau: M (midden groep 8). Vraagtypen: (45 + 23) ? 12 - 56 =?, complexe sommen. Format: gevorderde bewerkingen. Algemene instructies: veranker in SLO kerndoelen/inhoudslijn; CITO-stijl meerkeuze (4 opties: 1 correct, 3 plausibele afleiders); mix M/E-niveau binnen groep; noteer per item: vraag, antwoordopties, juiste antwoord, korte feedback/strategie.","10","4","","","M/E mix","","kort"
"8","8G4","Referentieniveau 1F behalen","E","Alle basisvaardigheden beheersen voor niveau 1F","Genereer 10 oefeningen voor Groep 8 (eind schooljaar). Kerndoel: K23, K28, K29, K30. Referentieniveau: 1F (fundamenteel). Leerdoel (8G4): Alle basisvaardigheden voor 1F. Niveau: E (eind groep 8). Mix van getalbegrip, bewerkingen, woordproblemen op 1F-niveau. Format: CITO-achtige vragen niveau 1F. Algemene instructies: veranker in SLO kerndoelen/inhoudslijn; CITO-stijl meerkeuze (4 opties: 1 correct, 3 plausibele afleiders); mix M/E-niveau binnen groep; noteer per item: vraag, antwoordopties, juiste antwoord, korte feedback/strategie.","10","4","","","M/E mix","","kort"
"8","8G5","Referentieniveau 1S behalen","E","Gevorderde rekenvaardigheden voor niveau 1S (streefniveau)","Genereer 10 oefeningen voor Groep 8 (eind schooljaar). Kerndoel: K23, K28, K29, K30. Referentieniveau: 1S (streefniveau). Leerdoel (8G5): Gevorderde vaardigheden voor 1S. Niveau: E (eind groep 8). Complexe woordproblemen, strategisch rekenen, alle domeinen op 1S-niveau. Format: CITO-achtige vragen niveau 1S. Algemene instructies: veranker in SLO kerndoelen/inhoudslijn; CITO-stijl meerkeuze (4 opties: 1 correct, 3 plausibele afleiders); mix M/E-niveau binnen groep; noteer per item: vraag, antwoordopties, juiste antwoord, korte feedback/strategie.","10","4","","","M/E mix","","kort"
"8","8G6","Bewerkingen met negatieve getallen","E","Alle bewerkingen met negatieve getallen beheersen","Genereer 10 oefeningen voor Groep 8 (eind schooljaar). Kerndoel: K29 (Hoofdrekenen). Inhoudslijn: Getallen - Bewerkingen. Leerdoel (8G6): Alle bewerkingen met negatieve getallen beheersen. Niveau: E (eind groep 8). Vraagtypen: -8 ? 3 =?, -12 : (-4) =?, gemengde bewerkingen met negatieve getallen. Format: negatieve getallen alle bewerkingen. Algemene instructies: veranker in SLO kerndoelen/inhoudslijn; CITO-stijl meerkeuze (4 opties: 1 correct, 3 plausibele afleiders); mix M/E-niveau binnen groep; noteer per item: vraag, antwoordopties, juiste antwoord, korte feedback/strategie.","10","4","","","M/E mix","","kort"
